鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,建物,臺北市內湖區港墘路221巷19號6樓,0.0,其他,,,1080806,土地0建物1車位1,六層,10,廠辦,見其他登記事項,鋼筋混凝土造,0970117,306.28,3,0,2,有,有,無,93865,333,坡道平面,34.72,3500,,RPPNMLLKQHOFFCA97CC
中山區,建物,臺北市中山區新生北路三段82巷18號三樓之1,0.0,商,,,1080808,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810929,35.71,1,0,1,有,有,有,10000,280,,0.0,0,台北市都發局社會住宅包租代管計畫,RPOOMLMKQHOFFCA08CC
中山區,建物,臺北市中山區明水路６３６號五樓之１０,0.0,商,,,1080719,土地0建物1車位0,五層,9,辦公商業大樓,商業用,鋼筋混凝土造,0960503,51.03,0,1,1,有,有,有,23000,451,,0.0,0,租金含管理費。,RPSOMLMKQHOFFCA48CC
內湖區,建物,臺北市內湖區成功路四段１８２巷６弄４３號十一樓之１,0.0,商,,,1080716,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881228,148.24,3,2,2,有,有,有,33000,223,坡道機械,22.62,0,,RPUOMLMKQHOFFCA68CC
中山區,建物,臺北市中山區長春路6號5樓501室,29.42,商,,,1080722,土地0建物1車位0,五層,7,辦公商業大樓,商業用,鋼筋混凝土造,0680825,29.42,0,0,0,無,無,無,18000,612,,0.0,0,,RPXOMLMKQHOFFCA98CC
中山區,建物,臺北市中山區台北市中山區松江路186之1號1樓,135.0,其他,,,1080627,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0740212,109.59,0,0,0,無,無,無,110000,1004,,0.0,0,,RPSPMLMKQHOFFCA58CC
中山區,建物,臺北市中山區建國北路二段9之2號十一樓之8,0.0,住,,,1080629,土地0建物1車位0,十一層,14,辦公商業大樓,商業用,鋼筋混凝土造,0950713,88.65,1,1,1,有,有,有,43000,485,,0.0,0,,RPUPMLMKQHOFFCA78CC
中山區,建物,臺北市中山區民生東路一段51號五樓,0.0,商,,,1080630,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0820604,285.33,0,0,0,無,無,有,92000,322,,0.0,0,續租。；含管理費、稅金或水電等費用。；,RPRQMLMKQHOFFCA58CC
中山區,建物,臺北市中山區遼寧街４１號,0.0,商,,,1080723,土地1建物0車位0,見其他登記事項,2,店面(店鋪),,加強磚造,,94.76,0,0,0,無,無,無,90000,950,,0.0,0,租期含免租裝潢期。,RPWQMLMKQHOFFCA09CC
文山區,建物,臺北市文山區景興路106號,0.0,住,,,1080808,土地0建物1車位0,一層,4,店面(店鋪),住家用,加強磚造,0571130,153.92,0,0,0,無,無,無,55000,357,,0.0,0,,RPPNMLMKQHOFFAA87CC
