鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
草屯鎮,房地(土地+建物),南投縣草屯鎮富春路52巷6號,76.07,住,,,1090418,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0870526,159.99,4,2,3,有,無,無,12000,75,,0.0,0,,RPPNMLNKNHPFFBM09CC
南投市,房地(土地+建物),南投縣南投市學藝路30號,93.95,住,,,1090513,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0960510,166.85,5,3,3,有,無,無,25000,150,,0.0,0,,RPTNMLPKNHPFFAM96CC
草屯鎮,房地(土地+建物),南投縣草屯鎮碧山路355號,113.0,住,,,1090512,土地1建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0841102,258.44,9,3,4,有,無,無,14000,54,,0.0,0,,RPRNMLSKNHPFFBM27DC
埔里鎮,土地,忠實段460地號,605.33,,特定農業區,農牧用地,1090501,土地1建物0車位0,,,其他,,,,0.0,1,0,0,有,無,有,20000,33,,0.0,0,,RPSNMLKLNHPFFCM66CC
草屯鎮,房地(土地+建物),南投縣草屯鎮北投路37號,3943.0,,特定農業區,農牧用地,1090422,土地1建物0車位0,見其他登記事項,2,農舍,農舍,加強磚造,0790920,225.0,12,3,5,有,無,無,58000,,,0.0,0,,RPTNMLLLNHPFFBM76CC
草屯鎮,房地(土地+建物),南投縣草屯鎮大成街16號4樓,1.02,住,,,1090430,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850902,74.51,3,2,2,有,無,有,10000,134,,0.0,0,,RPTNMLMLNHPFFBM86CC
南投市,房地(土地+建物),南投縣南投市民族路358號,148.0,商,,,1090520,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土加強磚造,0640901,104.85,1,1,1,有,無,無,25000,238,,0.0,0,,RPWNMLQLNHPFFAM47CC
草屯鎮,房地(土地+建物),南投縣草屯鎮富中路339巷57號,73.12,住,,,1090505,土地1建物0車位0,全,4,透天厝,住宅、停車空間,鋼筋混凝土造,1070822,183.79,4,3,3,有,無,無,20000,109,,0.0,0,,RPUNMLMJOHPFFBM86CC
草屯鎮,土地,新興段1153地號,128.9,,特定農業區,農牧用地,1090529,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13000,101,,0.0,0,包含未登記保存房屋乙棟的第一層，5月29日起至6月29日止，出租方為整修期間,RPTNMLSJOHPFFBM37CC
