鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
七堵區,建物,基隆市七堵區百六街15之3號4樓,0.0,住,,,1090717,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700617,90.3,3,2,1,有,無,有,9900,110,,0.0,0,,RPTQMLMLPHPFFCC09CC
信義區,房地(土地+建物),基隆市信義區義六路29號,42.3,住,,,1090722,土地1建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0720729,119.32,5,2,1,有,無,有,30000,251,,0.0,0,,RPXNMLOLPHPFFBC76DC
信義區,建物,基隆市信義區深澳坑路2-5號5樓之9,0.0,住,,,1090703,土地0建物1車位0,五層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850426,41.879999999999995,1,1,1,有,有,有,6430,154,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPVNMLOLPHPFFBC09CC
信義區,建物,基隆市信義區深溪路38巷3-5號7樓,0.0,住,,,1090630,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061109,82.84,3,1,1,有,有,有,20000,241,,0.0,0,含管理費、稅金或水電等費用。；,RPSOMLTLPHPFFBC76CC
仁愛區,建物,基隆市仁愛區精一路19之1號,0.0,商,,,1090720,土地0建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0700718,37.55,0,0,0,無,無,無,19000,506,,0.0,0,租期109.07.20-110.12.31,RPQOMLKMPHPFFBC38CC
安樂區,建物,基隆市安樂區麥金路175之8號12樓,0.0,住,,,1090713,土地0建物1車位0,十二層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860718,31.3,1,1,1,有,無,有,6500,208,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPPOMLQJQHPFFCC78CC
中山區,建物,基隆市中山區成功二路39之1號,0.0,住,,,1090724,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0760612,81.74,3,2,1,有,無,有,10000,122,,0.0,0,108年度基隆社會住宅包租代管第2期計畫,RPQOMLQJQHPFFCC88CC
安樂區,建物,基隆市安樂區樂利三街236巷30之2號3樓,0.0,住,,,1090729,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720913,78.23,3,2,1,有,無,有,9000,115,,0.0,0,108年度基隆社會住宅包租代管第2期計畫,RPXNMLRJQHPFFCC96CC
中山區,建物,基隆市中山區成功二路187之4號5樓,0.0,商,,,1090729,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770112,64.96,3,1,1,有,無,有,6000,92,,0.0,0,108年度基隆社會住宅包租代管第2期計畫,RPOOMLRJQHPFFCC78CC
中正區,建物,基隆市中正區新豐街374號5樓,0.0,住,,,1090724,土地0建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,81.61,2,2,1,有,有,有,10000,123,,0.0,0,含管理費,RPUNMLKKQHPFFBC58CC
中正區,建物,基隆市中正區新豐街303巷13弄23號5樓,0.0,住,,,1090806,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851119,103.76,3,2,1,有,有,無,7000,67,,0.0,0,,RPVNMLKKQHPFFBC68CC
仁愛區,建物,基隆市仁愛區精一路19號,0.0,商,,,1090731,土地0建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,0700718,42.67,0,0,0,無,無,無,19000,445,,0.0,0,期間109年7月31日-110年12月31日,RPVNMLLKQHPFFBC78CC
中正區,建物,基隆市中正區祥豐街95號2樓之3,0.0,住,,,1090731,土地0建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880510,37.980000000000004,1,1,1,有,無,有,6000,158,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPWNMLPLQHPFFBC76CC
中正區,建物,基隆市中正區新豐街226號9樓,0.0,住,,,1090803,土地0建物1車位0,九層,23,套房(1房1廳1衛),住家用,鋼筋混凝土造,0851129,32.29,1,1,1,有,無,有,6000,186,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPXNMLPLQHPFFBC86CC
信義區,建物,基隆市信義區深澳坑路168巷50弄22號2樓,0.0,住,,,1090807,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0840610,70.37,3,2,2,有,無,有,8000,114,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPOOMLPLQHPFFBC68CC
中正區,建物,基隆市中正區新豐街460之12號18樓,0.0,住,,,1090810,土地0建物1車位0,十八層,18,套房(1房1廳1衛),住家用,鋼筋混凝土造,0861121,37.71,1,1,1,有,無,有,6500,172,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPSOMLPLQHPFFBC09CC
仁愛區,建物,基隆市仁愛區自來街32號3樓,0.0,商,,,1090723,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0751220,77.95,2,2,2,有,無,有,7000,90,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPTOMLPLQHPFFBC56CC
安樂區,建物,基隆市安樂區基金一路129巷2之12號5樓,0.0,住,,,1090810,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850410,105.81,2,2,2,有,無,有,12000,113,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPXNMLPLQHPFFCC96CC
安樂區,建物,基隆市安樂區麥金路447之4號5樓,0.0,住,,,1090811,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720917,84.07,3,2,1,有,無,有,5000,59,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPXNMLRLQHPFFCC17CC
七堵區,建物,基隆市七堵區明德一路172巷16之11號4樓,0.0,住,,,1090814,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680613,97.51,3,2,1,有,無,有,10000,103,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPOOMLRLQHPFFCC98CC
中山區,建物,基隆市中山區西定路447之2號3樓,0.0,住,,,1090814,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,,45.33,2,2,1,有,無,有,7500,165,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPPOMLRLQHPFFCC09CC
七堵區,建物,基隆市七堵區福二街19之1號,0.0,住,,,1090731,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680112,88.86,3,2,1,有,無,有,10000,113,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPROMLRLQHPFFCC66CC
七堵區,建物,基隆市七堵區崇廉街20巷54之3號,0.0,住,,,1090803,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710426,92.52,3,1,1,有,無,有,13500,146,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPSOMLRLQHPFFCC76CC
中山區,建物,基隆市中山區成功二路187之1號2樓,0.0,商,,,1090804,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770112,64.96,2,2,1,有,無,有,7000,108,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPTOMLRLQHPFFCC86CC
仁愛區,建物,基隆市仁愛區愛六路17號4樓之1,0.0,商,,,1090818,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691212,82.68,3,2,1,有,無,有,10000,121,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPWOMLRLQHPFFBC07CC
信義區,建物,基隆市信義區正信路12巷2之2號,0.0,住,,,1090821,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710601,54.2,1,1,1,有,無,有,8000,148,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPRPMLRLQHPFFBC66CC
信義區,建物,基隆市信義區正信路39號,0.0,住,,,1090803,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0640802,73.77,3,1,1,有,無,有,8000,108,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPSPMLRLQHPFFBC76CC
仁愛區,建物,基隆市仁愛區南新街31巷6之2號3樓,0.0,住,,,1090807,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710823,79.9,3,1,1,有,無,有,10000,125,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPXNMLSLQHPFFBC17CC
信義區,建物,基隆市信義區東明路39巷24號4樓,0.0,住,,,1090810,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791019,130.78,4,2,2,有,無,有,13500,103,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPOOMLSLQHPFFBC98CC
信義區,建物,基隆市信義區東峰街14號5樓,0.0,住,,,1090810,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821220,75.32,2,2,2,有,無,有,7000,93,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPPOMLSLQHPFFBC09CC
仁愛區,建物,基隆市仁愛區仁二路119巷54號,0.0,住,,,1090814,土地0建物1車位0,見其他登記事項,2,公寓(5樓含以下無電梯),住家用,磚造,0460601,102.21,3,1,2,有,無,有,13500,132,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPROMLSLQHPFFBC66CC
仁愛區,建物,基隆市仁愛區南榮路455巷26號,0.0,住,,,1090819,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0641007,76.56,3,2,1,有,無,有,13500,176,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPTOMLSLQHPFFBC86CC
七堵區,建物,基隆市七堵區明德一路32之3號,0.0,商,,,1090812,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740731,108.38,2,1,1,有,無,有,13500,125,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPVNMLSLQHPFFCC07CC
七堵區,建物,基隆市七堵區明德二路1巷15號2樓,0.0,住,,,1090821,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790531,69.28999999999999,2,1,1,有,無,有,10000,144,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPWNMLSLQHPFFCC17CC
中正區,房地(土地+建物),基隆市中正區新豐街333巷35號1樓,35.38,住,,,1090830,土地1建物1車位0,一層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841122,144.02,4,2,2,有,有,有,15000,104,,0.0,0,,RPROMLLMQHPFFBC78DC
暖暖區,建物,基隆市暖暖區碇內街199號4樓,0.0,住,,,1090825,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840808,110.84,3,1,2,有,無,有,10000,90,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPOOMLMJRHPFFCC38CC
信義區,建物,基隆市信義區東光路205巷51號2樓,0.0,住,,,1090814,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841116,94.81,3,2,2,有,無,有,12000,127,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPVNMLMJRHPFFBC88CC
信義區,建物,基隆市信義區正信路227巷23弄48號3樓,0.0,住,,,1090807,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860607,100.64999999999999,3,2,2,有,無,有,13500,134,,0.0,0,108年度基隆市社會住宅包租代管第2期計畫,RPWNMLMJRHPFFBC98CC
信義區,建物,基隆市信義區東光路205巷29弄13號5樓,0.0,住,,,1090818,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841116,98.45,3,2,2,有,無,有,12000,122,,0.0,0,108年度基隆市社會住宅包租代管第2期計劃,RPXNMLMJRHPFFBC09CC
安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路214之15號12樓,28.27,住,,,1090621,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830310,161.94,3,2,2,有,有,有,16000,99,坡道平面,44.81,0,含管理費、稅金或水電等費用。；,RPROMLRJRHPFFCC56CC
七堵區,建物,基隆市七堵區明德一路41之2號,0.0,商,,,1090825,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700528,87.07,3,1,1,有,無,有,8000,92,,0.0,0,108基隆市社會住宅包租代管第二期計畫,RPWOMLKKRHPFFCC09CC
