編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPNMLKMJIMFFDP68CA,24,177.76,住家用,鋼筋混凝土造,83年2月2日,四層,一層 二層 三層 四層 陽台
RPPNMLMLKIMFFDP88CA,2,228.54,住家用,鋼筋混凝土造,105年3月30日,四層,一層 二層 三層 四層 陽台
RPQNMLQJKIMFFFP76CA,22,220.52,住家用,鋼筋混凝土造,84年7月19日,三層,一層 二層 三層 電梯樓梯間 地下層 見其他登記事項
RPSNMLMKKIMFFDP09CA,25,201.02,住家用,鋼筋混凝土造,82年4月17日,三層,一層 二層 三層 陽台 電梯樓梯間
RPSNMLKMJIMFFAP78DA,37,114.04,住家用,加強磚造,69年9月30日,二層,一層 二層 電梯樓梯間
RPPNMLPJKIMFFCP88CA,17,205.83,住家用,鋼筋混凝土造,89年12月22日,四層,一層 二層 三層 四層 陽台
RPTOMLTLJIMFFAP17DA,36,100.18,住家用,加強磚造,70年12月18日,二層,一層 二層 電梯樓梯間
RPRNMLSLJIMFFCP96DA,23,140.96,住商用,鋼筋混凝土造,84年4月7日,三層,一層 二層 三層 電梯樓梯間
RPPNMLMKKIMFFDP88DA,2,194.96,店舖、住宅、樓梯間,鋼筋混凝土造,104年9月17日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLSJKIMFFFP86CA,19,149.89,住家用,鋼筋混凝土造,88年1月25日,三層,一層 二層 三層
RPQNMLKMJIMFFCP68CA,,192.30,住宅、停車空間、樓梯間,鋼筋混凝土造,106年9月2日,三層,一層 二層 三層 陽台 見其他登記事項
RPUNMLTLJIMFFDP37CA,48,153.08,住商用,加強磚造,58年11月15日,二層,一層 二層 騎樓
RPQNMLTKKIMFFDP96CA,,171.15,住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 陽台 屋頂突出物
RPPNMLRJKIMFFBP98CA,24,198.20,住商用,鋼筋混凝土造,82年5月8日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間
RPPOMLKMJIMFFAP48CA,23,267.19,住家用,鋼筋混凝土造,84年4月27日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPWNMLKMJIMFFAP09CA,24,199.18,住宅、車庫,鋼筋混凝土造,83年1月20日,四層,一層 二層 三層 四層 陽台 平台 電梯樓梯間
RPSNMLRJKIMFFAP56CA,4,199.81,住宅、停車空間,鋼筋混凝土造,102年8月12日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPTNMLKMJIMFFAP78CA,37,122.82,住家用,加強磚造、木石磚造（磚石造）,70年3月31日,二層,一層 二層 陽台
RPPNMLLJKIMFFAP28CA,2,19.50,農業設施（農業資材室）,鋼鐵造有牆,104年11月12日,一層,一層
RPROMLKMJIMFFAP68CA,2,308.34,店舖、住宅,鋼筋混凝土造,104年9月18日,四層,一層 二層 三層 四層 陽台 騎樓
RPRPMLTLJIMFFAP96CA,12,175.45,住家用,鋼筋混凝土造,95年3月12日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLMLKIMFFAP78CA,2,215.00,門廊、住宅、樓梯間,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層 陽台 見其他登記事項
RPQOMLKMJIMFFAP58CA,2,381.72,騎樓、住宅、停車空間,鋼筋混凝土造,105年1月15日,五層,二層 三層 四層 五層 陽台 見其他登記事項
RPVNMLLJKIMFFBP98CA,35,251.60,住商用,鋼筋混凝土加強磚造,72年3月25日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間
RPRNMLKMJIMFFAP58CA,27,185.22,住家用,鋼筋混凝土加強磚造,79年5月10日,二層,一層 二層 騎樓 電梯樓梯間 夾層
RPQNMLLJKIMFFBP48CA,35,112.64,住家用,加強磚造,71年10月10日,二層,一層 二層 騎樓
RPSNMLLJKIMFFCP78CA,,221.17,住宅、樓梯間,鋼筋混凝土造,106年7月25日,三層,一層 二層 三層 陽台 見其他登記事項
RPQOMLOKKIMFFAP98DA,37,60.27,住家用,加強磚造,70年4月30日,一層,一層
RPQNMLLJKIMFFCP68DA,21,244.88,住商用,鋼筋混凝土造,85年6月1日,四層,一層 二層 三層 四層 陽台 平台 騎樓 電梯樓梯間
RPPNMLKMJIMFFBP58DA,22,129.00,住家用,鋼筋混凝土造,84年12月25日,三層,一層 二層 三層 陽台
RPTNMLOJKIMFFAP56EA,38,68.76,住家用,ＲＣ結構磚造,68年8月20日,二層,二層
RPTNMLSJKIMFFCP07DA,49,125.13,住家用,加強磚造,57年7月1日,三層,一層 二層 三層 騎樓
RPPNMLOJKIMFFCP78CA,,206.98,住宅、樓梯間,鋼筋混凝土造,106年7月4日,三層,一層 二層 三層 陽台 屋頂突出物
RPQNMLLJKIMFFAP38CA,36,107.16,住家用,加強磚造,70年12月21日,二層,一層 二層 騎樓 電梯樓梯間
RPVOMLLJKIMFFAP98CA,12,238.26,住家用,鋼筋混凝土造,95年4月24日,五層,一層 二層 三層 四層 五層 見其他登記事項
RPVNMLLLKIMFFAP09CA,,220.48,住宅、樓梯間,鋼筋混凝土造,106年5月2日,三層,一層 二層 三層 陽台 屋頂突出物
RPTOMLLJKIMFFAP78CA,20,159.82,住家用,鋼筋混凝土造,86年11月21日,七層,二層 陽台 雨遮
RPTOMLLJKIMFFAP78CA,20,41.11,共有部份,鋼筋混凝土造,86年11月21日,七層,
RPTOMLLJKIMFFAP78CA,20,14.31,共有部份,鋼筋混凝土造,86年11月21日,七層,
RPUOMLLJKIMFFAP88CA,35,76.90,住家用,加強磚造,71年8月2日,二層,一層 二層
RPOPMLLJKIMFFAP38CA,2,261.02,停車空間、住宅、樓梯間,鋼筋混凝土造,105年7月31日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPSNMLPJKIMFFAP98CA,12,172.65,住家用,鋼筋混凝土造,94年8月12日,三層,一層 二層 三層 陽台 電梯樓梯間
RPUNMLSKKIMFFAP96CA,21,85.98,住家用,鋼筋混凝土造,86年5月15日,十六層,十六層
RPUNMLSKKIMFFAP96CA,21,31.04,共有部份,鋼筋混凝土造,86年5月15日,十六層,
RPUNMLSKKIMFFAP96CA,21,14.86,共有部份,鋼筋混凝土造,86年5月15日,十六層,
RPPNMLPJKIMFFAP68CA,43,102.14,住商用,加強磚造,64年1月10日,二層,一層 二層 騎樓
RPPNMLSJKIMFFAP98CA,8,210.52,住家用,鋼筋混凝土造,99年3月1日,四層,一層 二層 三層 四層 陽台 雨遮
RPQNMLPJKIMFFAP78CA,4,274.62,住家用,鋼筋混凝土造,102年12月12日,四層,一層 二層 三層 四層 陽台
RPQNMLPJKIMFFAP78CA,4,.85,住家用,鋼筋混凝土造,102年12月12日,二層,
RPUNMLSJKIMFFAP86CA,,184.50,住宅、樓梯間,鋼筋混凝土造,106年5月2日,三層,一層 二層 三層 陽台 屋頂突出物
RPQNMLQJKIMFFDP56CA,40,181.90,住商用,加強磚造,67年2月20日,四層,一層 二層 三層 四層 騎樓
RPQNMLPJKIMFFBP88CA,39,147.94,住商用,加強磚造,68年1月22日,二層,一層 二層 騎樓 電梯樓梯間
RPQNMLPJKIMFFBP88CA,39,142.11,住商用,加強磚造,68年1月22日,二層,一層 二層 騎樓 電梯樓梯間
RPPNMLPJKIMFFDP98CA,3,195.76,住家用,鋼筋混凝土造,103年12月4日,二層,一層 二層 陽台
RPVOMLOJJHNFFDP86CA,22,38.08,住家用,鋼筋混凝土造,85年5月13日,八層,五層 陽台
RPVOMLOJJHNFFDP86CA,22,4.91,共有部份,鋼筋混凝土造,85年5月13日,八層,
RPVOMLOJJHNFFDP86CA,22,5.43,共有部份,鋼筋混凝土造,85年5月13日,八層,
RPSNMLPJKIMFFCP66DA,,185.44,住宅、樓梯間,鋼筋混凝土造,106年9月14日,三層,一層 二層 三層 屋頂突出物
RPRNMLPJKIMFFCP56DA,,185.44,住宅、樓梯間,鋼筋混凝土造,106年9月14日,三層,一層 二層 三層 屋頂突出物
RPRNMLPJKIMFFDP56CA,21,202.52,住家用,鋼筋混凝土造,85年10月30日,四層,一層 二層 三層 四層 地下層 見其他登記事項
RPQNMLPJKIMFFDP09CA,20,85.00,住家用,鋼筋混凝土造,86年10月3日,九層,四層 陽台
RPQNMLPJKIMFFDP09CA,20,51.92,共有部份,鋼筋混凝土造,86年10月13日,九層,
RPTNMLOJKIMFFBP09CA,15,157.68,住商用,鋼筋混凝土造,91年9月23日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間
RPPNMLQJKIMFFBP88CA,18,78.86,住家用,鋼筋混凝土造,88年7月10日,八層,四層 陽台
RPPNMLQJKIMFFBP88CA,18,12.06,共有部份,鋼筋混凝土造,88年7月10日,八層,
RPPNMLQJKIMFFBP88CA,18,8.91,共有部份,鋼筋混凝土造,88年7月10日,八層,
RPQNMLQLKIMFFAP09CA,2,215.00,門廊、住宅、樓梯間,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層 陽台 見其他登記事項
RPRNMLQLKIMFFAP56CA,2,215.00,門廊、住宅、樓梯間,鋼筋混凝土造,104年12月28日,三層,一層 二層 三層 陽台 見其他登記事項
RPUNMLMJJHNFFAP78CA,56,160.52,住家用,磚造,51年2月15日,二層,
RPQOMLQLKIMFFAP56CA,18,110.52,住家用,鋼筋混凝土造,88年9月26日,五層,四層 五層 陽台 屋頂突出物
RPQOMLQLKIMFFAP56CA,18,19.15,停車空間,鋼筋混凝土造,88年9月26日,五層,
RPTNMLPLKIMFFAP66CA,,169.07,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPQOMLQLKIMFFAP56CA,18,21.57,共有部份,鋼筋混凝土造,88年9月26日,五層,
RPSNMLPLKIMFFAP56CA,,176.40,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPUNMLRJKIMFFAP76CA,24,334.82,住家用,鋼筋混凝土造,82年7月21日,四層,一層 二層 三層 四層 陽台 電梯樓梯間
RPUNMLRJKIMFFAP76CA,24,6.34,住家用,鋼筋混凝土造,82年7月25日,二層,
RPXOMLQJKIMFFAP07CA,21,73.73,住家用,鋼筋混凝土造,86年5月15日,十六層,十六層
RPXOMLQJKIMFFAP07CA,21,11.79,共有部份,鋼筋混凝土造,86年5月15日,十六層,
RPXOMLQJKIMFFAP07CA,21,15.71,共有部份,鋼筋混凝土造,86年5月15日,十六層,
RPQNMLRJKIMFFDP66CA,42,21.32,住家用,加強磚造,64年12月30日,二層,一層 二層
RPRNMLRJKIMFFDP76CA,36,184.72,住商用,加強磚造,70年8月15日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間
RPSNMLQJKIMFFDP76CA,33,229.36,農舍,磚造,73年12月29日,一層,一層
RPSNMLQJKIMFFDP76CA,16,1257.29,豬舍、飼料室、水塔、污水池,ＲＣ、磚木、加強磚造,90年5月9日,一層,一層
RPVNMLOKKIMFFDP96CA,7,190.73,一般事務所、樓梯間,鋼筋混凝土造,100年1月19日,三層,一層 二層 三層 陽台 雨遮 見其他登記事項
RPPNMLLLKIMFFDP78CA,2,243.40,住宅、樓梯間,鋼筋混凝土造,105年3月1日,三層,一層 二層 三層 陽台 見其他登記事項
RPQNMLRLKIMFFDP86CA,19,195.12,住家用,鋼筋混凝土造,87年10月20日,二層,一層 二層 陽台 騎樓
RPUNMLSLKIMFFDP37CA,39,100.12,住家用,加強磚造,68年1月10日,二層,一層 二層 騎樓
RPUOMLMJJHNFFDP56CA,24,98.65,住家用,鋼筋混凝土造,83年3月17日,十三層,九層 陽台
RPUOMLMJJHNFFDP56CA,24,.68,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,17.61,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,2.60,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,3.79,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,3.08,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,2.70,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPUOMLMJJHNFFDP56CA,24,3.83,共有部份,鋼筋混凝土造,83年3月17日,十三層,
RPVNMLRLKIMFFDP37CA,6,157.11,住宅、樓梯間,鋼筋混凝土造,100年12月5日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPXNMLSLKIMFFDP67CA,25,236.64,住商用,鋼筋混凝土造,81年11月14日,四層,一層 二層 三層 四層 陽台 騎樓
RPXNMLMJJHNFFDP76CA,,153.03,停車空間、住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 陽台 屋頂突出物
RPPOMLPJKIMFFCP98CA,16,1537.88,畜牧設施,磚木、ＲＣ、鋼鐵造,90年9月26日,一層,見其他登記事項
RPRNMLTLKIMFFCP07CA,,183.23,住宅、樓梯間,鋼筋混凝土造,106年5月26日,四層,一層 二層 三層 四層 陽台
RPSNMLTLKIMFFCP17CA,,183.23,住宅、樓梯間,鋼筋混凝土造,106年5月26日,四層,一層 二層 三層 四層 陽台
RPPNMLRJKIMFFFP76CA,34,539.44,住家用,加強磚造,72年9月15日,二層,一層 二層 電梯樓梯間
RPQNMLRJKIMFFFP86CA,1,173.35,停車空間、住宅,ＲＣ加強磚造,105年9月20日,三層,見其他登記事項 見其他登記事項
RPRNMLRJKIMFFEP96DA,21,91.19,住家用,鋼筋混凝土造,85年6月26日,八層,五層
RPRNMLRJKIMFFEP96DA,21,8.70,見其他登記事項,鋼筋混凝土造,85年6月26日,八層,
RPPOMLPLJHNFFAP09EA,10,336.83,保險公司,鋼筋混凝土造,97年5月6日,四層,一層 二層 三層 四層 陽台
RPRNMLQJKIMFFEP76CA,6,121.86,住家用,鋼筋混凝土造,101年3月6日,三層,一層 二層 三層 陽台 平台 屋頂突出物
RPRNMLQJKIMFFEP76CA,6,121.86,住家用,鋼筋混凝土造,101年3月6日,三層,一層 二層 三層 陽台 平台 屋頂突出物
RPWNMLQLKIMFFBP17CA,10,197.16,住商用,鋼筋混凝土造,97年3月31日,三層,一層 二層 三層 陽台 見其他登記事項
RPROMLMJJHNFFDP88CA,,148.84,停車空間、住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 陽台 屋頂突出物
RPVNMLMJJHNFFDP56CA,1,193.86,停車空間、住宅,鋼筋混凝土造,106年3月1日,三層,二層 三層 陽台 見其他登記事項
RPSNMLMLKIMFFDP56CA,25,215.42,住家用,加強磚造,81年7月20日,二層,一層 二層 陽台 騎樓
RPSNMLMLKIMFFDP56CA,25,215.43,住家用,加強磚造,81年7月20日,二層,一層 二層 陽台 騎樓
RPTNMLTKKIMFFDP27CA,12,213.09,住家用,鋼筋混凝土造,94年10月6日,三層,一層 二層 三層 電梯樓梯間
RPPNMLPKKIMFFDP09CA,,183.95,住宅、樓梯間,鋼筋混凝土造,106年8月20日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPRNMLRJKIMFFAP09CA,23,206.41,住家用,鋼筋混凝土造,83年11月15日,四層,一層 二層 三層 四層 騎樓 電梯樓梯間 見其他登記事項
RPUNMLMKKIMFFAP98CA,22,84.24,住家用,鋼筋混凝土造,85年3月25日,九層,二層 平台 花台
RPUNMLMKKIMFFAP98CA,22,15.39,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPUNMLMKKIMFFAP98CA,22,8.28,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPUNMLMKKIMFFAP98CA,22,16.25,共有部份,鋼筋混凝土造,85年3月25日,九層,
RPVNMLPLKIMFFAP86CA,,163.70,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPQNMLSJKIMFFAP09CA,27,246.84,住商用,鋼筋混凝土造,79年4月21日,三層,一層 二層 三層 陽台 騎樓 電梯樓梯間
RPUNMLPLKIMFFAP76CA,,164.51,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPPNMLSJKIMFFBP09CA,37,127.69,住家用,加強磚造,70年2月27日,二層,一層 二層 騎樓 電梯樓梯間
RPVNMLMKKIMFFAP09CA,24,187.91,住家用,鋼筋混凝土造,82年11月22日,四層,一層 二層 三層 四層 陽台 平台 電梯樓梯間
RPROMLPLKIMFFAP56CA,,175.19,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPXNMLPLKIMFFAP07CA,,169.48,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPTOMLPLKIMFFAP76CA,,173.81,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPSOMLPLKIMFFAP66CA,,164.51,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPRNMLRJKIMFFBP56CA,36,109.52,住家用,加強磚造,70年12月29日,二層,一層 二層 騎樓 電梯樓梯間
RPVOMLPLKIMFFAP96CA,,175.92,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPXOMLPLKIMFFAP17CA,,173.65,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPOPMLPLKIMFFAP98CA,,164.51,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPUOMLPLKIMFFAP86CA,,177.55,住宅、樓梯間,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台 見其他登記事項
RPOOMLPLKIMFFAP88CA,,169.48,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPPOMLPLKIMFFAP98CA,,175.01,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPQOMLPLKIMFFAP09CA,,164.51,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPWOMLPLKIMFFAP07CA,,167.65,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPPNMLLKKIMFFAP38CA,40,189.12,住家用,加強磚造,66年10月4日,二層,一層 二層 騎樓
RPUNMLLKKIMFFAP88CA,42,95.70,住家用,加強磚造,64年10月30日,二層,一層 二層
RPXOMLSJKIMFFDP57CA,21,109.80,商業用,鋼筋混凝土造,85年9月20日,四層,一層
RPXOMLSJKIMFFDP57CA,21,9.18,梯間,鋼筋混凝土造,85年9月20日,四層,
RPTNMLOJJHNFFDP56CA,2,194.01,住家用,鋼筋混凝土造,105年5月4日,三層,一層 二層 三層 陽台
RPVNMLOJJHNFFDP76CA,2,192.08,住家用,鋼筋混凝土造,105年5月4日,三層,一層 二層 三層 陽台
RPQNMLQLKIMFFDP76CA,21,239.03,住家用,鋼筋混凝土造,85年9月20日,四層,一層 二層 三層 四層 地下層 見其他登記事項
RPSNMLTKKIMFFFP37CA,,198.71,住宅,鋼筋混凝土造,106年9月2日,三層,一層 二層 三層 陽台
RPXOMLOJJHNFFDP07CA,18,57.63,住家用,鋼筋混凝土造,88年11月30日,九層,一層 平台
RPXOMLOJJHNFFDP07CA,18,13.07,共有部份,鋼筋混凝土造,88年11月30日,九層,
RPXOMLOJJHNFFDP07CA,18,6.57,共有部份,鋼筋混凝土造,88年11月30日,九層,
RPPNMLLKKIMFFCP58CA,3,218.96,住宅、樓梯間,鋼筋混凝土造,104年5月4日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLTKKIMFFFP77CA,,198.71,住宅,鋼筋混凝土造,106年9月2日,三層,一層 二層 三層 陽台
RPXNMLOJJHNFFDP96CA,2,192.08,住家用,鋼筋混凝土造,105年5月4日,三層,一層 二層 三層 陽台
RPUOMLOJJHNFFDP76CA,2,202.52,住家用,鋼筋混凝土造,104年5月18日,四層,一層 二層 三層 四層 陽台
RPSNMLNKKIMFFBP98CA,24,242.36,住家用,鋼筋混凝土造,83年1月11日,三層,一層 二層 三層 陽台 平台 露台 地下層
RPWOMLSJKIMFFDP47CA,25,200.34,住家用,鋼筋混凝土造,82年4月17日,三層,一層 二層 三層 陽台 電梯樓梯間
RPQNMLLKKIMFFAP48CA,3,144.34,住宅、樓梯間,鋼筋混凝土造,103年12月30日,三層,一層 二層 三層 屋頂突出物
RPRNMLLLKIMFFDP98CA,,154.56,住家用,鋼筋混凝土造,106年7月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLOKKIMFFAP68CA,19,194.43,住商用,鋼筋混凝土造,87年5月25日,四層,一層 二層 三層 四層 陽台
RPOOMLOKKIMFFAP68CA,23,81.14,住家用,鋼筋混凝土造,83年8月19日,七層,五層 陽台
RPOOMLOKKIMFFAP68CA,23,33.99,共有部份,鋼筋混凝土造,83年8月19日,七層,
RPXNMLNKKIMFFAP76CA,1,186.98,住宅、樓梯間,鋼筋混凝土造,106年5月2日,三層,一層 二層 三層 陽台 屋頂突出物
RPPOMLOKKIMFFAP78CA,17,354.32,農舍,鋼架有牆造,89年10月20日,二層,一層 二層
RPUNMLOKKIMFFAP56CA,1,185.35,住宅、樓梯間,鋼筋混凝土造,106年4月5日,三層,一層 二層 三層 陽台 屋頂突出物
RPVNMLOKKIMFFAP66CA,,163.94,住宅、樓梯間,鋼筋混凝土造,106年4月5日,三層,一層 二層 三層 陽台 屋頂突出物
RPPNMLPLKIMFFDP56CA,1,143.33,住家用,鋼筋混凝土造,106年7月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPVNMLLKKIMFFAP98CA,4,331.11,住宅、停車空間,鋼筋混凝土造,102年8月30日,四層,一層 二層 三層 四層 陽台
RPSNMLPKKIMFFDP76CA,10,171.57,住家用,鋼筋混凝土造,96年5月31日,三層,一層 二層 三層 陽台 平台 電梯樓梯間
RPQOMLMJJHNFFDP78CA,,228.22,住家用,鋼筋混凝土造,106年9月19日,三層,一層 二層 三層 陽台
RPRNMLLLKIMFFBP78CA,37,190.02,住商用,鋼筋混凝土加強磚造,70年3月26日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPNMLTKKIMFFCP76CA,18,129.03,住商用,鋼筋混凝土造,89年4月26日,三層,一層 二層 三層 陽台 騎樓
RPPNMLNKKIMFFAP68DA,39,96.42,住家用,加強磚造,68年4月29日,二層,一層 二層
RPTNMLMLKIMFFDP76DA,12,185.23,住宅、停車空間,ＲＣ磚造,94年9月27日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPWNMLPLKIMFFBP27EA,42,86.40,住家用,鋼筋混凝土加強磚造,64年8月21日,二層,一層 二層 騎樓
RPVNMLTKKIMFFFP77DA,1,205.39,停車空間、住宅、梯間,鋼筋混凝土造,106年5月10日,三層,見其他登記事項
RPXNMLTKKIMFFFP97DA,1,201.32,停車空間、住宅、梯間,鋼筋混凝土造,106年5月10日,三層,見其他登記事項
RPOOMLTKKIMFFFP17DA,,201.32,停車空間、住宅、梯間,鋼筋混凝土造,106年5月10日,三層,見其他登記事項
RPRNMLOKKIMFFCP09CA,24,167.85,住商用,鋼筋混凝土造,82年11月5日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPNMLPLKIMFFCP09CA,32,59.10,住家用,加強磚造,75年1月7日,二層,一層 二層 騎樓 電梯樓梯間
RPPNMLPLKIMFFCP09CA,32,59.10,住家用,加強磚造,75年1月7日,二層,一層 二層 騎樓 電梯樓梯間
RPXNMLSJJHNFFDP37CA,,151.48,住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 屋頂突出物
RPRNMLOKKIMFFDP56CA,25,99.64,住家用,鋼筋混凝土造,82年2月11日,三層,一層 二層 三層 陽台 電梯樓梯間
RPVNMLNKKIMFFAP56CA,1,100.77,住家用,鋼筋混凝土造,106年4月10日,四層,一層 二層 三層 四層
RPTNMLSJJHNFFDP96CA,,169.06,停車空間、住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 陽台 屋頂突出物
RPVNMLSJJHNFFDP17CA,,150.59,停車空間、住宅、樓梯間,鋼筋混凝土造,106年7月14日,三層,一層 二層 三層 陽台 屋頂突出物
RPXNMLKLKIMFFDP86CA,36,104.32,住商用,加強磚造,70年6月15日,二層,一層 二層 騎樓
RPOOMLNKKIMFFAP58CA,22,153.34,住家用,鋼筋混凝土造,84年5月12日,三層,一層 二層 三層 陽台 平台 屋頂突出物 水箱
RPUOMLMKJHNFFAP98CA,3,191.86,住宅、樓梯間,鋼筋混凝土造,104年1月30日,二層,一層 二層 屋頂突出物
RPUNMLMLKIMFFAP09CA,,241.25,住宅、樓梯間,鋼筋混凝土造,106年5月2日,三層,一層 二層 三層 陽台 屋頂突出物
RPVPMLPJJHNFFAP76CA,19,178.00,住家用,鋼筋混凝土造,87年10月30日,十層,四層 陽台
RPVPMLPJJHNFFAP76CA,19,75.59,共有部份,鋼筋混凝土造,87年10月30日,十層,
RPVPMLPJJHNFFAP76CA,19,47.91,共有部份,鋼筋混凝土造,87年10月30日,十層,
RPRNMLNJJHNFFAP58CA,,189.53,住宅、樓梯間,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLNJJHNFFAP68CA,,166.69,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPQNMLNJJHNFFAP48CA,,172.74,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPWNMLNJJHNFFAP09CA,,164.51,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPVNMLNJJHNFFAP98CA,,164.29,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPRNMLSKKIMFFAP66CA,15,208.34,住家用,鋼筋混凝土造,92年2月25日,四層,一層 二層 三層 四層 陽台
RPXNMLNJJHNFFAP56CA,,169.45,住家用,鋼筋混凝土造,106年7月24日,三層,一層 二層 三層 陽台
RPUNMLNKKIMFFAP09CA,24,163.21,住家用,鋼筋混凝土造,82年12月8日,三層,一層 二層 三層 陽台 電梯樓梯間 夾層
RPWNMLPKKIMFFDP17CA,2,189.98,店舖，住宅，樓梯間,鋼筋混凝土造,104年8月18日,三層,一層 二層 三層 陽台 見其他登記事項
RPTOMLSJJHNFFDP07CA,24,37.98,共有部份,鋼筋混凝土造,83年4月9日,八層,
RPTOMLSJJHNFFDP07CA,24,98.57,住家用,鋼筋混凝土造,83年4月9日,八層,四層 陽台
RPROMLOKKIMFFDP66CA,24,295.05,住商用,鋼筋混凝土造,82年7月7日,四層,一層 二層 三層 四層 陽台 騎樓 電梯樓梯間
RPUNMLNKKIMFFBP56CA,24,125.78,住家用,鋼筋混凝土造,82年10月18日,三層,一層 二層 三層 陽台 平台 露台
RPRNMLPLKIMFFBP56CA,37,111.33,住家用,加強磚造,69年8月15日,二層,一層 二層 騎樓 電梯樓梯間
RPPNMLSKKIMFFFP96CA,33,145.51,住商用,加強磚造,73年6月20日,二層,一層 二層 陽台 騎樓
RPTNMLOKKIMFFEP86CA,37,50.94,住商用,加強磚造,70年5月20日,二層,一層 二層 陽台 騎樓
RPTNMLOKKIMFFEP86CA,37,50.94,住商用,加強磚造,70年5月20日,二層,一層 二層 陽台 騎樓
RPRNMLLLKHNFFDP98CA,24,114.86,住家用,鋼筋混凝土造,83年3月17日,九層,五層 陽台
RPRNMLLLKHNFFDP98CA,24,12.23,共有部份,鋼筋混凝土造,83年3月17日,九層,
RPRNMLLLKHNFFDP98CA,24,12.70,共有部份,鋼筋混凝土造,83年3月17日,九層,
RPRNMLOKKIMFFEP66CA,28,192.72,住商用,鋼筋混凝土造,78年11月26日,四層,一層 二層 三層 四層 陽台 騎樓 電梯樓梯間 花台 雨遮
RPPNMLOJJHNFFFP56EA,11,208.66,住宅，梯間,鋼筋混凝土造,96年2月13日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLPKKIMFFEP56CA,21,93.07,住家用,鋼筋混凝土造,85年6月26日,八層,二層
