鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
花蓮市,房地(土地+建物),花蓮縣花蓮市北濱街2號四樓6號,8.74,住,,,1090909,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760113,37.89,1,0,1,有,有,有,5500,145,,0.0,0,含管理費、稅金或水電等費用。；,RPTNMLRJIIPFFAU47CC
花蓮市,房地(土地+建物),花蓮縣花蓮市榮正街78巷3之22號二樓,39.22,住,,,1090910,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750402,132.21,3,2,2,有,無,有,12000,91,,0.0,0,,RPUNMLRJIIPFFAU57CC
新城鄉,建物,花蓮縣新城鄉民族路85號,0.0,商,,,1090901,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,23.53,1,0,1,有,無,有,7300,310,,0.0,0,,RPVNMLRJIIPFFAU67CC
花蓮市,房地(土地+建物),花蓮縣花蓮市民享三街62號,59.0,商,,,1090929,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0650821,59.8,3,2,2,有,無,無,16000,268,,0.0,0,,RPWNMLRJIIPFFAU77CC
新城鄉,建物,花蓮縣新城鄉民族路83號,0.0,商,,,1090929,土地0建物0車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,47.28,1,0,1,有,無,有,9500,201,,0.0,0,,RPUOMLRJIIPFFAU67CC
花蓮市,房地(土地+建物),花蓮縣花蓮市大有街7號,180.31,,鄉村區,乙種建築用地,1091001,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0700409,153.21,4,2,3,有,無,有,16000,104,,0.0,0,,RPPPMLRJIIPFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國民二街18號,113.0,住,,,1090929,土地1建物0車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0690421,190.55,6,1,7,有,無,無,23000,121,,0.0,0,,RPPOMLSJIIPFFAU27CC
花蓮市,建物,花蓮縣花蓮市商校街66號四樓,79.56,住,,,1090803,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0770818,178.66,4,2,2,有,無,有,10000,56,,0.0,0,,RPUOMLSJIIPFFAU77CC
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉志學村志光街20巷2之3號,265.25,住,,,1091001,土地1建物1車位0,全,1,透天厝,住家用,加強磚造,07405,18.96,1,1,1,有,無,有,11000,580,,0.0,0,,RPRNMLMKIIPFFAU86CC
花蓮市,土地,明義段323地號,17.0,住,,,1091004,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,12000,706,,0.0,0,含增建或未登記建物。；,RPSOMLMKIIPFFAU07CC
新城鄉,建物,花蓮縣新城鄉民族路87號,0.0,商,,,1091007,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1060731,23.53,1,0,1,有,無,有,9500,404,,0.0,0,,RPOOMLNKIIPFFAU76CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉明義6街89巷21號,42.59,,鄉村區,乙種建築用地,1090929,土地1建物0車位0,全,1,透天厝,住家用,鋼筋混凝土加強磚造,0670411,35.71,3,2,1,有,無,無,9000,252,,0.0,0,,RPTNMLNKIIPFFAU27DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉海岸路645巷42弄5號,134.0,,特定農業區,交通用地,1090914,土地1建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0920516,274.54,5,2,4,有,無,無,28000,102,,0.0,0,,RPTOMLOKIIPFFAU37CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐十四街133號1樓2樓,56.16,,特定農業區,甲種建築用地,1091008,土地1建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1040824,133.77,2,2,2,有,無,無,16000,120,,0.0,0,,RPTNMLTKIIPFFAU77CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉慶豐十四街133號3樓4樓,56.16,,特定農業區,甲種建築用地,1091009,土地1建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,1040824,100.09,3,0,3,有,無,無,16000,160,,0.0,0,,RPWNMLTKIIPFFAU08CC
花蓮市,房地(土地+建物),花蓮縣花蓮市德安二街68巷56號9樓,17.35,住,,,1091015,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841104,94.22999999999999,3,1,2,有,有,有,11000,117,,0.0,0,,RPXNMLTKIIPFFAU18CC
花蓮市,房地(土地+建物),花蓮縣花蓮市林森路210-2號,74.0,商,,,1091013,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0771215,301.62,0,0,0,無,無,無,30000,99,,0.0,0,,RPWOMLTKIIPFFAU28DC
花蓮市,房地(土地+建物),花蓮縣花蓮市復興街33之11號,61.0,商,,,1091016,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0680504,134.87,3,1,3,有,無,有,16000,119,,0.0,0,,RPOOMLKLIIPFFAU56CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中美路113-3號,11.82,商,,,1091019,土地1建物1車位0,見其他登記事項,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830611,156.35000000000002,0,0,0,無,有,有,25000,160,,0.0,0,,RPXNMLLLIIPFFAU57DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉七腳川777號,849.48,,特定農業區,農牧用地,1091001,土地1建物0車位0,見其他登記事項,3,農舍,農舍,鋼筋混凝土造,0991125,261.83,6,2,5,有,無,無,40000,,,0.0,0,,RPSNMLNLIIPFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市莊敬路105之2號,24.0,住,,,1091006,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0840529,59.46,1,1,1,有,無,有,9800,165,,0.0,0,,RPVNMLNLIIPFFAU47CC
花蓮市,土地,國風段308地號,118.0,住,,,1091016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,7000,59,,0.0,0,,RPPOMLNLIIPFFAU96CC
花蓮市,房地(土地+建物),花蓮縣花蓮市民享三街8號5樓之1,13.31,商,,,1091020,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081128,58.19,1,1,1,有,有,有,10800,186,,0.0,0,,RPPNMLRLIIPFFAU27CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中華路二段93號4樓之10,9.12,商,,,1091007,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,96.12,3,2,1,有,有,有,9000,94,,0.0,0,,RPSNMLRLIIPFFAU67DC
花蓮市,建物,花蓮縣花蓮市府前路3008號,0.0,住,,,1091026,土地0建物0車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070413,19.8,1,1,1,有,無,有,8500,429,,0.0,0,,RPOOMLSLIIPFFAU47DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉勝安村13鄰民治路270之11號三樓之二,31.51,住,,,1091003,土地3建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060202,101.75,2,1,1,有,有,有,16000,157,,0.0,0,每月租金16000元含管理費。,RPROMLTLIIPFFAU77CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東里七街6號,187.0,住,,,1091020,土地1建物0車位0,全,1,透天厝,住家用,磚石造,06202,78.75,4,2,1,有,無,無,13000,165,,0.0,0,,RPSOMLMJJIPFFAU07CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉北昌一街97巷18號2樓,36.29,住,,,1091005,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730910,84.66,2,2,2,有,無,有,10000,118,,0.0,0,,RPWOMLNJJIPFFAU57CC
花蓮市,房地(土地+建物),花蓮縣花蓮市成功街41號2F-5,37.07,住,,,1091101,土地2建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821015,143.43,3,2,2,有,無,有,13000,91,,0.0,0,,RPSOMLQJJIPFFAU57DC
花蓮市,建物,花蓮縣花蓮市中央路613號,0.0,住,,,1091014,土地0建物0車位0,一層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,26.45,1,1,1,有,無,有,7000,265,,0.0,0,,RPTNMLKKJIPFFAU96CC
花蓮市,建物,花蓮縣花蓮市中央路三段613號,0.0,住,,,1091014,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,39.66,1,1,1,有,無,有,8500,214,,0.0,0,,RPVNMLKKJIPFFAU17CC
花蓮市,建物,花蓮縣花蓮市中央路三段613號,0.0,住,,,1091014,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,26.44,1,1,1,有,無,有,7000,265,,0.0,0,,RPWNMLKKJIPFFAU27CC
花蓮市,建物,花蓮縣花蓮市中央路三段613號,0.0,住,,,1091014,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,39.66,1,1,1,有,無,有,8000,202,,0.0,0,,RPUNMLLKJIPFFAU17CC
花蓮市,建物,花蓮縣花蓮市中央路三段613號,0.0,住,,,1091014,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0780621,39.66,1,1,1,有,無,無,8500,214,,0.0,0,,RPXNMLLKJIPFFAU47CC
花蓮市,建物,花蓮縣花蓮市中山路309號,0.0,商,,,1091027,土地0建物0車位0,三層,3,套房(1房1廳1衛),住商用,鋼筋混凝土造,0690101,36.37,1,1,1,有,無,有,10000,275,,0.0,0,,RPQOMLMKJIPFFAU07DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉安路二段289號,108.0,住,,,1091101,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0920828,260.02,4,2,5,有,無,無,20000,77,,0.0,0,,RPTNMLMKJIPFFAU37EC
花蓮市,房地(土地+建物),花蓮縣花蓮市國盛一街66巷4之1號2樓,9.5,商,,,1091018,土地1建物1車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0730919,48.75,1,1,1,有,無,有,7000,144,,0.0,0,,RPXNMLNKJIPFFAU77DC
花蓮市,建物,花蓮縣花蓮市明心街122號二樓三樓C室,0.0,住,,,1091026,土地0建物0車位0,三層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,1051228,28.09,1,0,1,有,無,有,8500,303,,0.0,0,,RPQNMLRKJIPFFAU37CC
吉安鄉,土地,海濱段250-2地號,2512.4,,一般農業區,農牧用地,1091103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,15000,6,,0.0,0,,RPROMLRKJIPFFAU57CC
花蓮市,房地(土地+建物),花蓮縣花蓮市介林街12號,81.0,住,,,1091117,土地1建物1車位0,見其他登記事項,2,店面(店鋪),住商用,鋼筋混凝土加強磚造,0660809,126.26,2,3,2,有,無,有,10000,79,,0.0,0,,RPUOMLSKJIPFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市介林街12號,81.0,住,,,1091117,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0660809,126.26,0,0,0,無,無,無,10000,79,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPPNMLTKJIPFFAU47CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十三街9號4樓之1,6.77,住,,,1091113,土地1建物1車位0,四層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821014,28.79,1,0,1,有,有,有,6000,208,,0.0,0,,RPQOMLTKJIPFFAU67CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路一段68之1號,26.86,住,,,1091104,土地1建物0車位0,見其他登記事項,9,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0830729,177.58999999999997,4,2,2,有,有,無,21000,118,,0.0,0,,RPVNMLKLJIPFFAU27CC
花蓮市,車位,花蓮縣花蓮市榮正街96號二樓等9戶,0.0,住,,,1091112,土地0建物0車位1,,,其他,,,,14.09,0,0,0,有,有,無,2000,,坡道平面,14.09,2000,,RPQOMLKLJIPFFAU86CC
花蓮市,土地,福祥段950-1地號,140.0,住,,,1091112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,13000,93,,0.0,0,房子無保存登記，沒有建物權狀。,RPROMLKLJIPFFAU96CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中山路一段68-1號,26.86,住,,,1091116,土地1建物1車位0,見其他登記事項,9,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0830729,177.58999999999997,4,2,4,有,無,有,21000,118,,0.0,0,,RPRPMLKLJIPFFAU07CC
新城鄉,建物,花蓮縣新城鄉民族路73號,0.0,商,,,1091118,土地0建物0車位0,二層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,1070514,40.26,1,0,1,有,無,有,8500,211,,0.0,0,二樓前房間。,RPSNMLNLJIPFFAU27CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉北昌三街54巷10號3樓之2,19.85,住,,,1091101,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900119,100.94,2,2,1,有,無,有,13000,129,,0.0,0,,RPRNMLOLJIPFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮市林森路58號,156.0,住,,,1091120,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0960928,368.69,3,2,5,有,無,無,60000,163,,0.0,0,,RPXNMLOLJIPFFAU97DC
花蓮市,房地(土地+建物),花蓮縣花蓮市富吉路73號,126.0,住,,,1091124,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0770722,249.6,3,2,2,有,無,無,26000,104,,0.0,0,,RPTNMLQLJIPFFAU67CC
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉豐坪路二段58號,199.36,,鄉村區,乙種建築用地,1091120,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1080107,295.82,6,2,7,有,無,有,25000,85,,0.0,0,,RPVOMLQLJIPFFAU97CC
花蓮市,房地(土地+建物),花蓮縣花蓮市國富九街43號5樓之3,13.51,住,,,1091117,土地1建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830518,57.2,2,1,1,有,無,有,12000,210,,0.0,0,,RPOOMLLJKIPFFAU66CC
花蓮市,建物,花蓮縣花蓮市國盛五街38號,0.0,住,,,1091110,土地0建物0車位0,一層,2,套房(1房1廳1衛),住商用,鋼筋混凝土加強磚造,0690331,52.68,1,1,1,有,無,無,5000,95,,0.0,0,,RPUNMLMJKIPFFAU27CC
花蓮市,建物,花蓮縣花蓮市國盛五街38號,0.0,住,,,1091107,土地0建物0車位0,二層,2,套房(1房1廳1衛),住商用,鋼筋混凝土加強磚造,0690331,65.29,1,1,1,有,無,無,6000,92,,0.0,0,,RPVNMLMJKIPFFAU37CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉建國路一段127巷23號,113.74,住,,,1091125,土地1建物0車位0,全,3,透天厝,廠房、單身宿舍、貯藏室,鋼筋混凝土造,0801219,180.92,4,3,3,有,無,無,16000,88,,0.0,0,,RPSNMLNJKIPFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮市建國路95巷18號,73.0,住,,,1091115,土地1建物0車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0620130,94.67,3,2,1,有,無,無,10000,106,,0.0,0,,RPTNMLNJKIPFFAU37DC
花蓮市,建物,花蓮縣花蓮市自由街128之3號,0.0,商,,,1091120,土地0建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0830616,45.42,2,1,1,有,無,無,10000,220,,0.0,0,只租一間房間,RPUNMLNJKIPFFAU47DC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌三街243巷20號,154.0,住,,,1091202,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0901025,181.38,5,2,3,有,無,有,20000,110,,0.0,0,,RPSOMLOJKIPFFAU37CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉自立路二段77號1樓,0.0,住,,,1091113,土地0建物1車位0,全,3,透天厝,住工用,鋼筋混凝土造,0810427,73.65,0,0,0,無,無,無,23000,312,,0.0,0,,RPQNMLRJKIPFFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮市中和街214巷17號5樓之六,15.15,住,,,1091124,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860310,150.13,2,2,1,有,無,有,8850,59,,0.0,0,,RPSNMLRJKIPFFAU57CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌三街243巷20號,154.0,住,,,1091202,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0901025,200.37,5,2,3,有,無,有,20000,100,,0.0,0,,RPQOMLRJKIPFFAU47CC
