鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
芬園鄉,土地,新縣庄段256地號,567.58,,特定農業區,農牧用地,1090822,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3121703,5500,,0.0,0,,RPPNMLMLQHPFFAN66DA,0.0,0.0,0.0,無,
花壇鄉,土地,口庄段541地號,2506.0,都市：其他:農業區,,,1090820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10100000,4030,,0.0,0,,RPVNMLOJRHPFFAN37DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),泰和中街４２８巷１０號,118.86,都市：其他:住宅區,,,1090815,土地6建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1000113,233.44,4,3,5,有,有,16700000,71539,,0.0,0,,RPSPMLOJRHPFFAN27DA,200.01,31.17,0.0,無,
彰化市,土地,大埔段458-7地號,9.5,都市：其他:道路用地,,,1090908,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50000,5263,,0.0,0,道路用地包含公共設施保留地用地；,RPTNMLSJRHPFFAN57DA,0.0,0.0,0.0,無,
彰化市,土地,新快官段1171-7地號,3244.67,,山坡地保育區,農牧用地,1090815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5200000,1603,,0.0,0,,RPPOMLSJRHPFFAN27DA,0.0,0.0,0.0,無,
花壇鄉,土地,華南段11-6地號,105.11,都市：其他:農業區,,,1090727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,6660,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLSJRHPFFAN77DA,0.0,0.0,0.0,無,
彰化市,房地(土地+建物),辭修北路１６７巷５３號三樓之一,21.88,都市：其他:住宅區,,,1090808,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820121,123.72,3,2,2,有,有,5000000,40414,,0.0,0,,RPQPMLSJRHPFFAN47DA,83.88,0.0,10.71,有,
彰化市,房地(土地+建物),華山路１７７號,34.83,都市：其他:商業區,,,1090828,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0630621,50.31,4,2,3,有,無,6500000,129199,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLTJRHPFFAN67DA,50.31,0.0,0.0,無,
花壇鄉,土地,花壇段1276地號,1533.0,,特定農業區,農牧用地,1090901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,4566,,0.0,0,,RPUNMLTJRHPFFAN77DA,0.0,0.0,0.0,無,
